romanization_key	word_id	confidence
hehp	1266	0.5
heph	1266	0.333
foyanegeted	1267	1.0
foyanegetaed	1267	0.5
foyanegetehd	1267	0.333
foyahnegeted	1267	0.25
foyanaegeted	1267	0.2
difiluhibiwa	1268	1.0
difiluhibiwaa	1268	0.5
difiiluhibiwa	1268	0.333
pebolubamegole	1269	1.0
peebolubamegole	1269	0.5
peborlubamegole	1269	0.333
cisamugoyetat	1270	1.0
cisamugoyedat	1270	0.5
cizamugoyetat	1270	0.333
nujamukajon	1271	1.0
nujamukahjon	1271	0.5
nujamukajoon	1271	0.333
xereviki	1272	1.0
xereeviki	1272	0.5
xereviky	1272	0.333
ropodajukuhuh	1273	1.0
rorpodajukuhuh	1273	0.5
ropodajuguhuh	1273	0.333
ropodajukhuhuh	1273	0.25
lehadad	1274	1.0
lehaadad	1274	0.5
lehadahd	1274	0.333
laehadad	1274	0.25
lehaadahd	1274	0.2
rega	1275	1.0
reega	1275	0.5
regaa	1275	0.333
rehga	1275	0.25
rorobejivu	1276	1.0
rohrobaejivu	1276	0.5
rorobejivoo	1276	0.333
rorobaejivu	1276	0.25
rorobejeevoo	1276	0.2
gimalezamimaqax	1277	1.0
gimalezahmimaqax	1277	0.5
gimalezameemaqax	1277	0.333
gimalezahmimaqaax	1277	0.25
gimalezamimahqax	1277	0.2
vureju	1278	1.0
vurejuu	1278	0.5
vuureju	1278	0.333
vuraeju	1278	0.25
vurehju	1278	0.2
yucomaxelura	1279	1.0
yucomahxelura	1279	0.5
yucohmaxelura	1279	0.333
yucomaxeloora	1279	0.25
yucomaxelurah	1279	0.2
jugat	1280	1.0
jugaat	1280	0.5
jugaht	1280	0.333
jugath	1280	0.25
koqineroj	1281	1.0
khoqineroj	1281	0.5
koqinerorj	1281	0.333
koqinerohj	1281	0.25
zakewu	1282	1.0
zahkewu	1282	0.5
zaakeewu	1282	0.333
zagewu	1282	0.25
zakewoo	1282	0.2
kagoyefefa	1283	1.0
kagoyefefaa	1283	0.5
kagoryefefa	1283	0.333
kagoyefehfa	1283	0.25
wucuyavob	1284	1.0
wucooyavob	1284	0.5
wucuuyavohb	1284	0.333
xeneyal	1285	1.0
xeeneyal	1285	0.5
xenehyal	1285	0.333
xeneeyal	1285	0.25
xehneyal	1285	0.2
hezelinapib	1286	1.0
hehzeleenapib	1286	0.5
hezeeleenapib	1286	0.333
hezeleenapib	1286	0.25
joqomulim	1287	1.0
joqomoolim	1287	0.5
joqohmulim	1287	0.333
joqomuliim	1287	0.25
joqoomulim	1287	0.2
nuge	1288	1.0
nooge	1288	0.5
nugeh	1288	0.333
xekaxihore	1289	1.0
xekaxihoore	1289	0.5
xekaxihohre	1289	0.333
xekaxyhore	1289	0.25
xekaxeehore	1289	0.2
viwagena	1290	1.0
viwaagena	1290	0.5
viwageena	1290	0.333
viwahgena	1290	0.25
kedoru	1291	1.0
kedorru	1291	0.5
kedoruu	1291	0.333
kedoroo	1291	0.25
mes	1292	1.0
mez	1292	0.5
maes	1292	0.333
mesh	1292	0.25
hacinayebuxe	1293	1.0
hacinayebooxe	1293	0.5
hacinayebuuxe	1293	0.333
jequd	1294	1.0
jeqood	1294	0.5
jehqud	1294	0.333
jequud	1294	0.25
fekuzudafixi	1295	1.0
fekuuzudafixii	1295	0.5
feekuzudafixi	1295	0.333
fekuzoodafixi	1295	0.25
sahubekunof	1296	1.0
sahubekunoof	1296	0.5
saahubekunof	1296	0.333
netabososer	1297	1.0
netaboososer	1297	0.5
nethabososer	1297	0.333
nedabososer	1297	0.25
joloduniwodacuf	1298	1.0
joloduniwodaachuf	1298	0.5
jolorduniwodachuf	1298	0.333
qonimiciyehipu	1299	1.0
qonimiceeyehipu	1299	0.5
qonymiciyehipu	1299	0.333
qonimiciyehiipu	1299	0.25
qonimiciyehiphu	1299	0.2
gukugizufa	1300	1.0
guukugiizufa	1300	0.5
gukugizuufa	1300	0.333
gukugizufah	1300	0.25
keruguvuveb	1301	1.0
keruguvuuveeb	1301	0.5
gehruguvuveb	1301	0.333
keruguvooveb	1301	0.25
non	1302	1.0
noon	1302	0.5
nohn	1302	0.333
sade	1303	1.0
saadae	1303	0.5
sahde	1303	0.333
seyere	1304	1.0
zeyere	1304	0.5
seyereh	1304	0.333
seyaere	1304	0.25
sanoruzohaxiwu	1305	1.0
sanoruzohhaxiwoo	1305	0.5
shanoruzohaxiwu	1305	0.333
sanoruuzohahxiwu	1305	0.25
woherewaresujoh	1306	1.0
worheerewaresujoh	1306	0.5
woherewaresuujoh	1306	0.333
gowo	1307	1.0
gorwo	1307	0.5
goowo	1307	0.333
gowoo	1307	0.25
gorwoh	1307	0.2
huvatig	1308	1.0
huuvatig	1308	0.5
huvateeg	1308	0.333
huvatiig	1308	0.25
huvahtig	1308	0.2
pahu	1309	1.0
phahu	1309	0.5
pahuu	1309	0.333
silepojokeyipa	1310	1.0
silepojorkeyipa	1310	0.5
siilepojokeyipa	1310	0.333
xehoyo	1311	1.0
xaehoyo	1311	0.5
xehoyoh	1311	0.333
huhokuq	1312	1.0
huhoguq	1312	0.5
huhohkuq	1312	0.333
nalacobapem	1313	1.0
nalahcobapem	1313	0.5
nalacobahpem	1313	0.333
duqasutegexi	1314	1.0
duqaasutegexi	1314	0.5
duuqasuutegexi	1314	0.333
duqasuutegexi	1314	0.25
pufu	1315	1.0
pufoo	1315	0.5
pufuu	1315	0.333
jahiji	1316	1.0
jahijee	1316	0.5
jahhiji	1316	0.333
conahiveze	1317	1.0
conahyveze	1317	0.5
conahiiveze	1317	0.333
conahhyveze	1317	0.25
conaahiveze	1317	0.2
ciqifigozefizo	1318	1.0
ciqifigozefizor	1318	0.5
ciqifigozefiizo	1318	0.333
cyqifigozefizo	1318	0.25
xequd	1319	1.0
xehqud	1319	0.5
xaequd	1319	0.333
dexurizoz	1320	1.0
dexoorizoz	1320	0.5
dexuurizoz	1320	0.333
jabijatimotu	1321	1.0
jabijatimortu	1321	0.5
jabijatimotuu	1321	0.333
nunuwajewihagor	1322	1.0
nunuwajewihagoor	1322	0.5
nunoowajewihagor	1322	0.333
balilibe	1323	1.0
balilybe	1323	0.5
bahlilibe	1323	0.333
baliliibe	1323	0.25
baliilibe	1323	0.2
nuzovidemayigo	1324	1.0
nuzovidaemayigo	1324	0.5
nuzovidemayygo	1324	0.333
nuzovidemaayigo	1324	0.25
tazofocowawo	1325	1.0
tazofohcowawo	1325	0.5
tazofocowaawo	1325	0.333
tazofoocowawo	1325	0.25
tahzofohcowawo	1325	0.2
betoduyinawiza	1326	1.0
betoduyinawizaa	1326	0.5
betoduyeenawiza	1326	0.333
betoduyinaawiza	1326	0.25
tipenojivecehi	1327	1.0
tipenojivecehii	1327	0.5
tipenojivecehhi	1327	0.333
hiwam	1328	1.0
hiwaam	1328	0.5
hywam	1328	0.333
heewam	1328	0.25
hiwahm	1328	0.2
goz	1329	1.0
gorz	1329	0.5
gohz	1329	0.333
rotaderumiceyam	1330	1.0
rotaderumiceyahm	1330	0.5
rotaderumiiceyam	1330	0.333
rotaderumicaeyam	1330	0.25
rodaderumijeyam	1330	0.2
moditonobeg	1331	1.0
moditonohbeg	1331	0.5
moditornobeg	1331	0.333
moditonobehg	1331	0.25
pozofiv	1332	1.0
phozofiv	1332	0.5
pozoofiiv	1332	0.333
phozohfiv	1332	0.25
pozorfiv	1332	0.2
leqareduvazovu	1333	1.0
leqarehduvazovu	1333	0.5
leqareeduvazovuu	1333	0.333
leqareduvazoovu	1333	0.25
leqaredoovazovu	1333	0.2
josoraqivi	1334	1.0
josorahqivi	1334	0.5
josoraqivii	1334	0.333
til	1335	1.0
tyl	1335	0.5
tiil	1335	0.333
zaxacodam	1336	1.0
zaxacordam	1336	0.5
zaxahcodam	1336	0.333
zaxaacodam	1336	0.25
hedagez	1337	1.0
hedagaez	1337	0.5
hedagehz	1337	0.333
himuheh	1338	1.0
himuhaeh	1338	0.5
himuhehh	1338	0.333
himuheeh	1338	0.25
genecucosehen	1339	1.0
genecucorsehen	1339	0.5
genechucosaehen	1339	0.333
quhatoned	1340	1.0
quhadoned	1340	0.5
qoohatoned	1340	0.333
quhatorned	1340	0.25
quhatonaed	1340	0.2
sigayolojot	1341	1.0
sigayoloojot	1341	0.5
sygayolojot	1341	0.333
sigayolorjot	1341	0.25
kanode	1342	1.0
khanode	1342	0.5
ganode	1342	0.333
visevi	1343	1.0
visevy	1343	0.5
visehvi	1343	0.333
veesevi	1343	0.25
visaevi	1343	0.2
ritek	1344	1.0
ryteek	1344	0.5
ritehk	1344	0.333
cazoya	1345	1.0
cazoyaa	1345	0.5
cazohya	1345	0.333
cazooya	1345	0.25
cazohyah	1345	0.2
fetaju	1346	1.0
fehtaju	1346	0.5
fetaaju	1346	0.333
foma	1347	1.0
forma	1347	0.5
fohma	1347	0.333
xozubeyaloza	1348	1.0
xozoobeyaloza	1348	0.5
xozubeyalorza	1348	0.333
sef	1349	1.0
saef	1349	0.5
sehf	1349	0.333
zef	1349	0.25
seef	1349	0.2
vul	1350	1.0
vool	1350	0.5
vuul	1350	0.333
konerujobagab	1351	1.0
konerujobaagab	1351	0.5
koneroojobagab	1351	0.333
konerujohbagab	1351	0.25
khonerujobagab	1351	0.2
zitayuyemey	1352	1.0
zithayuyemey	1352	0.5
zitayooyemey	1352	0.333
zitayuyemeey	1352	0.25
ziitayuyemey	1352	0.2
jomayoru	1353	1.0
jomahyoru	1353	0.5
jomaayoru	1353	0.333
jomayoroo	1353	0.25
jomayorru	1353	0.2
lemumize	1354	1.0
lemoomize	1354	0.5
lemumiize	1354	0.333
lemumizee	1354	0.25
burelirazeloy	1355	1.0
burelirahzeloy	1355	0.5
burelirazelooy	1355	0.333
burelirazeeloy	1355	0.25
bureliirazeloy	1355	0.2
fijiqib	1356	1.0
fyjiqib	1356	0.5
fijiqeeb	1356	0.333
fijiiqib	1356	0.25
fijiqiib	1356	0.2
pefay	1357	1.0
paefay	1357	0.5
pehfay	1357	0.333
pefahy	1357	0.25
peefay	1357	0.2
rokal	1358	1.0
rorkal	1358	0.5
rohkal	1358	0.333
rookal	1358	0.25
purarejukadace	1359	1.0
poorarejukadace	1359	0.5
purarejukahdace	1359	0.333
heb	1360	1.0
heeb	1360	0.5
guniwapoy	1361	1.0
guniwapooy	1361	0.5
guniwaapory	1361	0.333
wuho	1362	1.0
wuhoo	1362	0.5
wuuho	1362	0.333
visoco	1363	1.0
vishoco	1363	0.5
visocor	1363	0.333
viisoco	1363	0.25
huhehi	1364	1.0
huhehee	1364	0.5
huhehii	1364	0.333
ciqukoyegebik	1365	1.0
ceequkoyegebik	1365	0.5
ciqukooyegebik	1365	0.333
ciqukoyaegebik	1365	0.25
jakalarucux	1366	1.0
jakalaruujux	1366	0.5
jakhalarucux	1366	0.333
jakalahroocux	1366	0.25
yekilajakoqoq	1367	1.0
yekilahjakoqoq	1367	0.5
yekilaajakoqorq	1367	0.333
yekhilajakoqoq	1367	0.25
guzacilafo	1368	1.0
guzacilahfo	1368	0.5
goozacilafo	1368	0.333
guuzajilafo	1368	0.25
guuzacilafo	1368	0.2
kon	1369	1.0
gon	1369	0.5
koon	1369	0.333
kohn	1369	0.25
zoze	1370	1.0
zoozeh	1370	0.5
zozee	1370	0.333
zooze	1370	0.25
zohze	1370	0.2
tuzafivo	1371	1.0
tuzafivor	1371	0.5
toozafivo	1371	0.333
tuzafyvo	1371	0.25
niyuhawis	1372	1.0
niyuhawish	1372	0.5
nyyuhawis	1372	0.333
niyuhaawis	1372	0.25
nimakewo	1373	1.0
nimahkewo	1373	0.5
nimaakewo	1373	0.333
qegivoyubas	1374	1.0
qegeevoyubas	1374	0.5
qegivoyubaas	1374	0.333
dowohamu	1375	1.0
dowoohaamu	1375	0.5
dowohamuu	1375	0.333
dowohhamu	1375	0.25
suzomuvajiwu	1376	1.0
soozomuvajiwu	1376	0.5
shuzomuvajiwu	1376	0.333
yezuj	1377	1.0
yezooj	1377	0.5
yaezooj	1377	0.333
pirudenovume	1378	1.0
pirudenohvume	1378	0.5
peerudenovuume	1378	0.333
pizijosezefuz	1379	1.0
pizijosezaefuz	1379	0.5
phizijosezefuz	1379	0.333
vali	1380	1.0
valii	1380	0.5
vaali	1380	0.333
vahli	1380	0.25
valy	1380	0.2
lolu	1381	1.0
loluu	1381	0.5
loolu	1381	0.333
vah	1382	1.0
vahh	1382	0.5
vaah	1382	0.333
sacaqovanilac	1383	1.0
zacaqovanilac	1383	0.5
shacahqovanilac	1383	0.333
duzav	1384	1.0
doozahv	1384	0.5
duuzav	1384	0.333
doozav	1384	0.25
kura	1385	1.0
kooraa	1385	0.5
kuura	1385	0.333
kuraa	1385	0.25
sejizes	1386	1.0
sejyzes	1386	0.5
shejizes	1386	0.333
seejizes	1386	0.25
naq	1387	1.0
naaq	1387	0.5
nahq	1387	0.333
vukatavolotetic	1388	1.0
vukatavolotaetic	1388	0.5
vuukatavolotetic	1388	0.333
vukadavolotetic	1388	0.25
vukatavolodetiic	1388	0.2
rineqibas	1389	1.0
rinaeqibahs	1389	0.5
rineeqibas	1389	0.333
rineqibaz	1389	0.25
dezowugufiru	1390	1.0
dezowugufyru	1390	0.5
dehzowugufiru	1390	0.333
dezowugufiruu	1390	0.25
dezoowugufiru	1390	0.2
balahazohikohif	1391	1.0
balahazohhikohif	1391	0.5
bahlahazohikohhif	1391	0.333
fufoqa	1392	1.0
foofoqah	1392	0.5
fuufoqah	1392	0.333
pojokikohiri	1393	1.0
porjokikorhiri	1393	0.5
pojokykohiri	1393	0.333
pojokikoheeri	1393	0.25
zeqiti	1394	1.0
zeqidi	1394	0.5
zehqyti	1394	0.333
zeeqiti	1394	0.25
zeqeeti	1394	0.2
bexatifaqu	1395	1.0
bexatifaqoo	1395	0.5
bexahtifahqu	1395	0.333
bexahtifaqu	1395	0.25
bexaatifaqu	1395	0.2
dinesorakagaz	1396	1.0
dynesorakagaz	1396	0.5
dinesoraakagaz	1396	0.333
xamug	1397	1.0
xahmug	1397	0.5
xaamug	1397	0.333
xamoog	1397	0.25
xamuug	1397	0.2
qoveqilemu	1398	1.0
qoveqiilemu	1398	0.5
qooveqilemu	1398	0.333
qoveqilaemu	1398	0.25
qovaeqilemu	1398	0.2
calikek	1399	1.0
calikheek	1399	0.5
calikhek	1399	0.333
nad	1400	1.0
naad	1400	0.5
nahd	1400	0.333
qitek	1401	1.0
qidek	1401	0.5
qithek	1401	0.333
fosozeferidiraw	1402	1.0
fohsozeferidiraw	1402	0.5
fosozefereediraw	1402	0.333
fosozehferidiraw	1402	0.25
redopenadax	1403	1.0
redobenadax	1403	0.5
redorpenadax	1403	0.333
qitiqasoqazi	1404	1.0
qithiqasoqazi	1404	0.5
qitiqazoqazi	1404	0.333
qitiqasoqazee	1404	0.25
mirewexakufuj	1405	1.0
mirewaexakufuj	1405	0.5
mirewexakuufuj	1405	0.333
miirewexakufuj	1405	0.25
mirewexakufooj	1405	0.2
giviriqarerefu	1406	1.0
giviriqarehrefu	1406	0.5
giviriqarerefuu	1406	0.333
giviriqareraefu	1406	0.25
tijecahumiwor	1407	1.0
tijecahumeewor	1407	0.5
tijaecahumiwor	1407	0.333
tijecahoomiiwor	1407	0.25
tyjecahuumiwor	1407	0.2
muziveweyavey	1408	1.0
muzivewehyavey	1408	0.5
muziveweyahvey	1408	0.333
muzivaeweyavey	1408	0.25
mooziveweyavey	1408	0.2
niporac	1409	1.0
nipoorac	1409	0.5
niporahc	1409	0.333
jakifa	1410	1.0
jakifah	1410	0.5
jaakifa	1410	0.333
jagifa	1410	0.25
jakifaa	1410	0.2
zojorimaveb	1411	1.0
zojorimahveb	1411	0.5
zojorimavaeb	1411	0.333
zoojorimahveb	1411	0.25
yavawul	1412	1.0
yaavawul	1412	0.5
yavahwul	1412	0.333
yahvawul	1412	0.25
yavawool	1412	0.2
witalodudih	1413	1.0
witaloodudih	1413	0.5
witalodudiih	1413	0.333
witaalodoodih	1413	0.25
witahlodudih	1413	0.2
fehupubono	1414	1.0
fehupuubono	1414	0.5
fehhupubono	1414	0.333
fime	1415	1.0
feeme	1415	0.5
fyme	1415	0.333
tamuvilalogud	1416	1.0
tamuvilaloguud	1416	0.5
tamuvilaloogud	1416	0.333
tamuvilahlogud	1416	0.25
damuvilalogud	1416	0.2
wuja	1417	1.0
wuuja	1417	0.5
wujaa	1417	0.333
wujah	1417	0.25
deto	1418	1.0
deeto	1418	0.5
detoo	1418	0.333
migobula	1419	1.0
migobulaa	1419	0.5
migoobulaa	1419	0.333
tecorohumowar	1420	1.0
tecorohumoowar	1420	0.5
tecohrohumowar	1420	0.333
sanixamuvoyede	1421	1.0
zanixamuvoyede	1421	0.5
sanixaamuvoyede	1421	0.333
sanixamuvoyedee	1421	0.25
denamopisiqa	1422	1.0
denamohpisiqaa	1422	0.5
denamopisiiqa	1422	0.333
denamohbisiqa	1422	0.25
denamopeesiqa	1422	0.2
jozogewan	1423	1.0
jorzogewan	1423	0.5
mef	1424	1.0
maef	1424	0.5
meef	1424	0.333
koge	1425	1.0
khoge	1425	0.5
korgee	1425	0.333
khogee	1425	0.25
xamidehupe	1426	1.0
xamidehhupe	1426	0.5
xamidehuube	1426	0.333
xamidehoope	1426	0.25
qoxiji	1427	1.0
qoxiiji	1427	0.5
qooxiji	1427	0.333
qorxiji	1427	0.25
keqoj	1428	1.0
keqooj	1428	0.5
kheqoj	1428	0.333
worutisabo	1429	1.0
worutishabo	1429	0.5
woruutisabo	1429	0.333
worutisaboo	1429	0.25
duzo	1430	1.0
duuzo	1430	0.5
duzoo	1430	0.333
doozo	1430	0.25
rebivoqiw	1431	1.0
rebivoqeew	1431	0.5
rebivorqiw	1431	0.333
rebyvoqiw	1431	0.25
vuqojetaminuyus	1432	1.0
vuqojetaminuuyus	1432	0.5
vuqojetahminuyus	1432	0.333
vuqoojethaminuyus	1432	0.25
zisunewaze	1433	1.0
zisunewahze	1433	0.5
zishunewaze	1433	0.333
zeesunewaze	1433	0.25
doni	1434	1.0
dorni	1434	0.5
donii	1434	0.333
zomiw	1435	1.0
zomyw	1435	0.5
zomeew	1435	0.333
zoomeew	1435	0.25
viyipibodo	1436	1.0
viyipibohdo	1436	0.5
veeyipibodo	1436	0.333
mopewotujotufih	1437	1.0
mopewotujotufeeh	1437	0.5
mopewortujotufih	1437	0.333
mopewotujohtufih	1437	0.25
sipovitokuq	1438	1.0
sibovitokuq	1438	0.5
sipoovitokuq	1438	0.333
sipovytokuq	1438	0.25
yujibiheka	1439	1.0
yujibiheeka	1439	0.5
yujibihekha	1439	0.333
yujibyhekah	1439	0.25
yujibeeheka	1439	0.2
ceroneviju	1440	1.0
cerooneviju	1440	0.5
cheroneviju	1440	0.333
nunumofux	1441	1.0
nunumofoox	1441	0.5
noonumofux	1441	0.333
nunumorfux	1441	0.25
bamov	1442	1.0
bamoov	1442	0.5
bahmov	1442	0.333
baamov	1442	0.25
nujiraviqemeles	1443	1.0
nujiiraviqemaeles	1443	0.5
nujiiraviqemeles	1443	0.333
jokixiqatatovec	1444	1.0
jokixiqaatatovec	1444	0.5
jogixiqatatovec	1444	0.333
jokiixiqatatovec	1444	0.25
wisesilenik	1445	1.0
wisesileenik	1445	0.5
wisesilaenik	1445	0.333
qepezucusowahod	1446	1.0
qepezoocusowahod	1446	0.5
qepezujusowahod	1446	0.333
qebezucusowahod	1446	0.25
xatiqeritevateq	1447	1.0
xadiqeritevateq	1447	0.5
xahtiqeritevateq	1447	0.333
xateeqeritevateq	1447	0.25
xatiqeritevataeq	1447	0.2
lipuwamisidenov	1448	1.0
libuwamisidenov	1448	0.5
leepuwamisidenov	1448	0.333
lipuwamysidenov	1448	0.25
lipuuwamisidaenov	1448	0.2
wavekeran	1449	1.0
wavekerahn	1449	0.5
waavekeran	1449	0.333
himemunuqogo	1450	1.0
himemunuqogoo	1450	0.5
himemunuqogor	1450	0.333
himeemunuqogo	1450	0.25
cal	1451	1.0
caal	1451	0.5
cahl	1451	0.333
bej	1452	1.0
beej	1452	0.5
behj	1452	0.333
zedojiqapuda	1453	1.0
zehdojiqapuda	1453	0.5
zedojiqabuda	1453	0.333
zedojyqapuda	1453	0.25
tobanaravenu	1454	1.0
thobanaravenu	1454	0.5
tobaanaaravenu	1454	0.333
tobanaravenuu	1454	0.25
nox	1455	1.0
norx	1455	0.5
noox	1455	0.333
nohx	1455	0.25
ziwujaro	1456	1.0
ziwoojaro	1456	0.5
ziwujaror	1456	0.333
zeewujaro	1456	0.25
ziwujaroo	1456	0.2
paweruvobudapo	1457	1.0
paweruvohbudapo	1457	0.5
paweruuvobudapo	1457	0.333
paweruvoboodapo	1457	0.25
bal	1458	1.0
baal	1458	0.5
bahl	1458	0.333
qacokotuqa	1459	1.0
qahcookotuqa	1459	0.5
qacokotuuqa	1459	0.333
qacokothuqa	1459	0.25
jiyorahukefo	1460	1.0
jiyorahookefo	1460	0.5
jiyorahuukefo	1460	0.333
gecihamewelore	1461	1.0
gecihaamewelore	1461	0.5
gecyhamewelore	1461	0.333
gejihamewelore	1461	0.25
xomul	1462	1.0
xoomul	1462	0.5
xomuul	1462	0.333
xormul	1462	0.25
guxobetivih	1463	1.0
guxobehtivih	1463	0.5
guuxobetivih	1463	0.333
guxobedyvih	1463	0.25
xemeqiketo	1464	1.0
xemehqiketo	1464	0.5
xehmeqiketo	1464	0.333
pilefafi	1465	1.0
pilefafii	1465	0.5
pilaefafi	1465	0.333
piilefafii	1465	0.25
piilefafi	1465	0.2
yedifenavuvaq	1466	1.0
yedifenaavuvaq	1466	0.5
yaedifenavuvaq	1466	0.333
neju	1467	1.0
naeju	1467	0.5
nejoo	1467	0.333
nejuu	1467	0.25
neeju	1467	0.2
kemep	1468	1.0
keemep	1468	0.5
kemeb	1468	0.333
kehmep	1468	0.25
gemep	1468	0.2
tavukuviquhi	1469	1.0
tavuukuviquhi	1469	0.5
taavukuviquhy	1469	0.333
davukuviquhi	1469	0.25
tavukuuviquhi	1469	0.2
lojojuwunufoxi	1470	1.0
lojojuwuunufoxi	1470	0.5
lojojuwunufoxy	1470	0.333
lohjojuwunufoxi	1470	0.25
lojojuwunufohxi	1470	0.2
sasuco	1471	1.0
sasucor	1471	0.5
shasucoh	1471	0.333
kawadipolak	1472	1.0
kawadypolak	1472	0.5
kahwadipolak	1472	0.333
vifo	1473	1.0
vifor	1473	0.5
veefo	1473	0.333
goyugamoho	1474	1.0
gohyugamoho	1474	0.5
goyuugamoho	1474	0.333
goyugamohhor	1474	0.25
goyugahmoho	1474	0.2
zogunon	1475	1.0
zogoonon	1475	0.5
zoguunon	1475	0.333
zohgunon	1475	0.25
zogunohn	1475	0.2
senunoxuraseku	1476	1.0
senoonoxurasaeku	1476	0.5
senunoxuuraseku	1476	0.333
qoxivoloxijabo	1477	1.0
qoxivoloxijahbo	1477	0.5
qoxivoloxijaabo	1477	0.333
qoxivoloxijaaboh	1477	0.25
zunugib	1478	1.0
zunuugib	1478	0.5
zunoogib	1478	0.333
zunugyb	1478	0.25
zuunugib	1478	0.2
kuroqaceyil	1479	1.0
kuroqahceyil	1479	0.5
kuroqahjeyil	1479	0.333
cacikid	1480	1.0
caacikid	1480	0.5
cahcikid	1480	0.333
cacykid	1480	0.25
ziwihase	1481	1.0
ziwiihahse	1481	0.5
zywihase	1481	0.333
jekuyoh	1482	1.0
jeekuyoh	1482	0.5
jeguyoh	1482	0.333
jeekuyorh	1482	0.25
jekuuyoh	1482	0.2
ceku	1483	1.0
jeku	1483	0.5
cegu	1483	0.333
vuwedi	1484	1.0
voowedi	1484	0.5
vuwaedi	1484	0.333
vuwedy	1484	0.25
bucotose	1485	1.0
bucodose	1485	0.5
bucothoseh	1485	0.333
boocotose	1485	0.25
bucortosee	1485	0.2
vet	1486	1.0
veht	1486	0.5
veet	1486	0.333
yocetuduzadi	1487	1.0
yorcetuuduzadi	1487	0.5
yoocehtuduzadi	1487	0.333
dipizira	1488	1.0
deepizira	1488	0.5
dypizira	1488	0.333
dipizeera	1488	0.25
yasewov	1489	1.0
yaasewov	1489	0.5
yasehwov	1489	0.333
yashewov	1489	0.25
yaazewov	1489	0.2
zukodajeli	1490	1.0
zuukodajeli	1490	0.5
zukodaajeli	1490	0.333
zukhodajaeli	1490	0.25
zukodahjeli	1490	0.2
dirodidu	1491	1.0
diroodidu	1491	0.5
dirodiidu	1491	0.333
dyrodidu	1491	0.25
zakezumuc	1492	1.0
zahkezumuuc	1492	0.5
zakezumuch	1492	0.333
zediqademum	1493	1.0
zedyqaademum	1493	0.5
zediqahdemum	1493	0.333
zaediqademum	1493	0.25
puheliriy	1494	1.0
pooheliriy	1494	0.5
puhelyriy	1494	0.333
phuheliriy	1494	0.25
puheliriiy	1494	0.2
dulayebuneyup	1495	1.0
dulahyebuneyup	1495	0.5
duulayebuneyup	1495	0.333
zato	1496	1.0
zahto	1496	0.5
zaato	1496	0.333
zatoo	1496	0.25
zatoh	1496	0.2
cozilov	1497	1.0
joozilov	1497	0.5
coozilov	1497	0.333
new	1498	1.0
naew	1498	0.5
neew	1498	0.333
nehw	1498	0.25
hegih	1499	1.0
hegeeh	1499	0.5
hegiih	1499	0.333
heegih	1499	0.25
cah	1500	1.0
cahh	1500	0.5
jahh	1500	0.333
jah	1500	0.25
chah	1500	0.2
lugiji	1501	1.0
lugijii	1501	0.5
lugyji	1501	0.333
lugijee	1501	0.25
lugiiji	1501	0.2
fawexovezen	1502	1.0
fahwexovezen	1502	0.5
fawaexovezen	1502	0.333
vobajipayudo	1503	1.0
vobajiphayudo	1503	0.5
vobajipaayudo	1503	0.333
vobahjipayudo	1503	0.25
ripobudoc	1504	1.0
reepobudoc	1504	0.5
ripoobudoc	1504	0.333
riporbudoc	1504	0.25
rypoobudoc	1504	0.2
yowedutusi	1505	1.0
yohwedutusi	1505	0.5
yoweduthusi	1505	0.333
yowedudusi	1505	0.25
mifafehigirizos	1506	1.0
miifafehigirizos	1506	0.5
mifaafehigirizos	1506	0.333
mifafehygirizos	1506	0.25
seyos	1507	1.0
sehyos	1507	0.5
seyoz	1507	0.333
seyosh	1507	0.25
seyors	1507	0.2
cotiho	1508	1.0
cotyho	1508	0.5
chotiho	1508	0.333
cotiiho	1508	0.25
zuhowete	1509	1.0
zoohoowete	1509	0.5
zuuhowete	1509	0.333
lajojebuq	1510	1.0
lajojebuuq	1510	0.5
lajojebooq	1510	0.333
dijacub	1511	1.0
dijaacuub	1511	0.5
dijacoob	1511	0.333
dijacuub	1511	0.25
deejacub	1511	0.2
webevonoror	1512	1.0
webevornoror	1512	0.5
waebevohnoror	1512	0.333
webevonorror	1512	0.25
zuraqusuluy	1513	1.0
zuraqoosuluy	1513	0.5
zuraqusuluuy	1513	0.333
zurahqusuluy	1513	0.25
zuraqusuuluy	1513	0.2
xayicumupes	1514	1.0
xayicumupees	1514	0.5
xayicumuphesh	1514	0.333
xayicuumupes	1514	0.25
morifibikek	1515	1.0
morifibeekek	1515	0.5
morifibikhek	1515	0.333
nexoyeyadi	1516	1.0
nexoyehyadi	1516	0.5
nehxoyeyahdi	1516	0.333
wol	1517	1.0
worl	1517	0.5
wohl	1517	0.333
xusidad	1518	1.0
xuseedad	1518	0.5
xusiidad	1518	0.333
xusidahd	1518	0.25
tisagodizadis	1519	1.0
tisagodizadys	1519	0.5
tisagodizadish	1519	0.333
tisaagodizadis	1519	0.25
tisagodiizadis	1519	0.2
qazazukat	1520	1.0
qazahzukat	1520	0.5
qazazukaht	1520	0.333
tazat	1521	1.0
thazat	1521	0.5
tazaht	1521	0.333
tazaat	1521	0.25
zurewinimo	1522	1.0
zurewiniimo	1522	0.5
zurewinimoh	1522	0.333
zuraewinimo	1522	0.25
hepupadah	1523	1.0
hepupadahh	1523	0.5
heepupahdah	1523	0.333
hebupadah	1523	0.25
